Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000100246,DNAL4,0.008671710650831266,-0.23597980346115488,0.7628568555002617,0.010246797853443085,0.23597980346115488,0.7628568555002609
ENSG00000221890,NPTXR,0.0010323465060513412,-3.316068917029213,1.2382783296287122e-08,0.01212886276529998,3.316068917029213,1.2382783296287122e-08
ENSG00000183741,CBX6,0.1086028524366011,0.12240397526793823,0.8160174286799946,0.09974944032841535,-0.12240397526793823,0.8160174286799953
ENSG00000235209,AL022318.1,0.0012388158072616094,1.7889665536690753,0.30158497548363394,0.0002091183235396548,-1.7889665536690753,0.3015849754836336
ENSG00000179750,APOBEC3B,0.010323465060513412,1.4841119721406555,0.005134849584697685,0.003555011500174132,-1.4841119721406555,0.005134849584697685
ENSG00000244509,APOBEC3C,0.09146590043614884,0.7207450624603888,0.03640250386885879,0.05541635573800853,-0.7207450624603888,0.03640250386885879
ENSG00000243811,APOBEC3D,0.0004129386024205365,-0.01838836838852842,1.0,0.0004182366470793096,0.01838836838852842,1.0
ENSG00000128394,APOBEC3F,0.004335855325415633,0.4410432502487689,0.6973682268498858,0.0031367748530948224,-0.4410432502487689,0.6973682268498858
ENSG00000239713,APOBEC3G,0.002271162313312951,-1.8596906223694702,0.0010984119003886281,0.008782969588665503,1.8596906223694702,0.0010984119003886298
ENSG00000100298,APOBEC3H,0.0014452851084718777,2.9816116316114716,0.0870532058302928,0.0,-2.9816116316114716,0.0870532058302928
ENSG00000100307,CBX7,0.003303508819364292,-1.1403788927671386,0.058720496110392095,0.007528259647427574,1.1403788927671386,0.05872049611039205
ENSG00000279833,AL031846.2,0.004129386024205365,0.3739290543902323,0.7725251959675119,0.0031367748530948224,-0.3739290543902323,0.7725251959676204
ENSG00000100311,PDGFB,0.01073640366293395,-1.3016951692485828,0.0006539522700568959,0.026767145413075816,1.3016951692485828,0.0006539522700568959
ENSG00000224794,AL022326.1,0.0006194079036308047,0.9816116316114716,0.8335329055268949,0.0002091183235396548,-0.9816116316114716,0.8335329055268949
ENSG00000100316,RPL3,2.0083268928722795,-0.10487382123601408,0.8376281711462038,2.159774045517555,0.10487382123601408,0.8376281711462038
ENSG00000100321,SYNGR1,0.008671710650831266,-2.7620486151287427,1.9879048306662145e-15,0.06001695885588093,2.7620486151287427,1.9879048306662145e-15
ENSG00000100324,TAB1,0.008878179952041534,0.9174812941917567,0.12371594079736983,0.004600603117872406,-0.9174812941917567,0.12371594079736983
ENSG00000128268,MGAT3,0.006194079036308048,0.3508454412771913,0.6973682268498858,0.004809721441412061,-0.3508454412771913,0.6973682268498858
ENSG00000100335,MIEF1,0.10963519894265245,-0.5851577523437146,0.07745622019147515,0.16457612062570834,0.5851577523437146,0.07745622019147515
ENSG00000128272,ATF4,0.17136952000452266,-0.22807632239193376,0.6158742527064964,0.20075359059806863,0.22807632239193376,0.6158742527064964
ENSG00000187051,RPS19BP1,0.24569846844021923,-0.1905996267245973,0.6973682268498858,0.2804276718666771,0.1905996267245973,0.6973682268498858
ENSG00000100346,CACNA1I,0.0,-1.6033508691096845,0.4637432404049002,0.0004182366470793096,1.6033508691096845,0.4637432404049002
ENSG00000100351,GRAP2,0.00020646930121026824,0.9816116316114716,1.0,0.0,-0.9816116316114716,1.0
ENSG00000133477,FAM83F,0.033860965398483996,3.44104325024877,2.1911534345318614e-15,0.0029276565295551673,-3.44104325024877,2.1911534345318614e-15
